DATA_VENCIMENTO;CONCATENATION;SIGLA;VALOR;VALOR_PAGO
10.03.2021 00:00;ACRAMEN EMPRESA - SA;TX - INST. REN.;524,590;
10.03.2021 00:00;ELMA AL EMPRESA - SA;TX - INST. REN.;504,060;504,060
30.07.2021 00:00;ELMA AL EMPRESA - SA;PARCTO;350,650;350,650
30.08.2021 00:00;ELMA AL EMPRESA - SA;PARCTO;350,640;350,640
30.09.2021 00:00;ELMA AL EMPRESA - SA;PARCTO;350,660;
30.10.2021 00:00;ELMA AL EMPRESA - SA;PARCTO;350,660;
30.11.2021 00:00;ELMA AL EMPRESA - SA;PARCTO;350,660;
30.12.2021 00:00;ELMA AL EMPRESA - SA;PARCTO;350,660;
10.03.2021 00:00;OOVER C EMPRESA - SA;TX - INST. REN.;407,650;
21.01.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
18.02.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
18.03.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
19.04.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
18.05.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
18.06.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
19.07.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
18.08.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
17.09.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
18.10.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
18.11.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
19.12.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;2,000;
10.03.2021 00:00;ONTRIBU EMPRESA - SA;TX - INST. REN.;5.096,560;
20.02.2021 00:00;OSE VAG EMPRESA - SA;ISS - NF AVULSA;447,900;447,900
20.03.2021 00:00;OSE VAG EMPRESA - SA;ISS - NF AVULSA;470,300;470,300
20.03.2021 00:00;OSE VAG EMPRESA - SA;ISS - NF AVULSA;470,300;470,300
20.04.2021 00:00;OSE VAG EMPRESA - SA;ISS - NF AVULSA;229,750;
10.03.2021 00:00;.P.PELE EMPRESA - SA;TX - INST. REN.;271,770;
10.03.2021 00:00;ZEQUIEL EMPRESA - SA;TX - INST. REN.;757,380;
10.03.2021 00:00;AICON R EMPRESA - SA;TX - INST. REN.;100,980;
20.01.2021 00:00;RIM FLO EMPRESA - SA;ISS - RETIDO;230,000;230,000
10.03.2021 00:00;RIM FLO EMPRESA - SA;TX - INST. REN.;327,870;327,870
20.02.2021 00:00;RIM FLO EMPRESA - SA;ISS - RETIDO;235,000;235,000
20.06.2021 00:00;RIM FLO EMPRESA - SA;ISS - RETIDO;5.132,800;5.132,800
20.07.2021 00:00;RIM FLO EMPRESA - SA;ISS - RETIDO;8.094,360;8.094,360
10.03.2021 00:00;ATANIA  EMPRESA - SA;TX - INST. REN.;265,570;265,570
13.09.2021 00:00;ATANIA  EMPRESA - SA;TAXA ALVARÁ SANITÁRI;230,720;230,720
10.03.2021 00:00;LIMAT R EMPRESA - SA;TX - INST. REN.;209,620;
10.03.2021 00:00;UILHERM EMPRESA - SA;TX - INST. REN.;372,680;372,680
10.03.2021 00:00;UCAS LA EMPRESA - SA;TX - INST. REN.;295,080;
10.03.2021 00:00;ARCELO  EMPRESA - SA;TX - INST. REN.;782,690;782,690
30.06.2021 00:00;ARCELO  EMPRESA - SA;PARCTO;169,300;169,300
30.07.2021 00:00;ARCELO  EMPRESA - SA;PARCTO;169,400;169,400
30.08.2021 00:00;ARCELO  EMPRESA - SA;PARCTO;169,300;
30.09.2021 00:00;ARCELO  EMPRESA - SA;PARCTO;169,300;
30.10.2021 00:00;ARCELO  EMPRESA - SA;PARCTO;169,300;
30.11.2021 00:00;ARCELO  EMPRESA - SA;PARCTO;169,300;
30.12.2021 00:00;ARCELO  EMPRESA - SA;PARCTO;169,300;
10.03.2021 00:00;OISES L EMPRESA - SA;TX - INST. REN.;145,720;
10.03.2021 00:00;IJOLAR  EMPRESA - SA;TX - INST. REN.;386,220;
01.07.2021 00:00;IJOLAR  EMPRESA - SA;PARCTO;120,880;120,880
01.08.2021 00:00;IJOLAR  EMPRESA - SA;PARCTO;120,900;
01.09.2021 00:00;IJOLAR  EMPRESA - SA;PARCTO;120,880;
01.10.2021 00:00;IJOLAR  EMPRESA - SA;PARCTO;120,880;
01.11.2021 00:00;IJOLAR  EMPRESA - SA;PARCTO;120,880;
01.12.2021 00:00;IJOLAR  EMPRESA - SA;PARCTO;120,880;
10.03.2021 00:00;ILLIAN  EMPRESA - SA;TX - INST. REN.;475,160;475,160
10.03.2021 00:00;ORGE PE EMPRESA - SA;TX - INST. REN.;120,220;120,220
10.03.2021 00:00;LAYTON  EMPRESA - SA;TX. INST.REN. FIXO;364,300;364,300
10.03.2021 00:00;ISTRIBU EMPRESA - SA;TX - INST. REN.;279,510;
25.04.2021 00:00;LEX RIC EMPRESA - SA;TX. LOCALIZ.;902,100;
25.04.2021 00:00;SVALDO  EMPRESA - SA;TX. LOCALIZ.;427,770;427,770
10.03.2021 00:00;AGRIN & EMPRESA - SA;TX - INST. REN.;772,910;
10.03.2021 00:00;ATISTA  EMPRESA - SA;TX - INST. REN.;621,130;621,130
10.03.2021 00:00;LENA CA EMPRESA - SA;TX - INST. REN.;405,100;
29.01.2021 00:00;LENA CA EMPRESA - SA;PARCTO;232,930;232,930
28.02.2021 00:00;LENA CA EMPRESA - SA;PARCTO;232,940;
10.03.2021 00:00;EATRIZ  EMPRESA - SA;TX - INST. REN.;255,410;255,410
10.03.2021 00:00;NIFLORA EMPRESA - SA;TX - INST. REN.;372,680;372,680
20.03.2021 00:00;UNDO MU EMPRESA - SA;ISS RET RCX PÚBLICO;755,850;755,850
10.03.2021 00:00;OOPAMAR EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;ASSOS & EMPRESA - SA;TX - INST. REN.;248,450;
10.03.2021 00:00;.C PERA EMPRESA - SA;TX - INST. REN.;489,180;
20.01.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;31,470;31,470
20.03.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;471,050;471,050
20.06.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;15,430;15,430
20.07.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;191,760;191,760
20.08.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;203,290;203,290
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;97.581,230;97.581,230
20.09.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;294,370;
10.03.2021 00:00;ONECTA  EMPRESA - SA;TX - INST. REN.;270,190;
10.03.2021 00:00;.M LOCA EMPRESA - SA;TX - INST. REN.;516,400;
10.03.2021 00:00;.P VENA EMPRESA - SA;TX - INST. REN.;327,870;
10.03.2021 00:00;ROTALE  EMPRESA - SA;TX - INST. REN.;737,710;
10.03.2021 00:00;EIXOTO  EMPRESA - SA;TX - INST. REN.;368,850;
10.03.2021 00:00;AIOBA M EMPRESA - SA;TX - INST. REN.;321,430;
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;69.015,010;69.015,010
30.08.2021 00:00;ETORIAL EMPRESA - SA;HONORARIOS;5.974,010;5.974,010
10.03.2021 00:00;OSE DOS EMPRESA - SA;TX - INST. REN.;221,310;
10.03.2021 00:00;.J DA S EMPRESA - SA;TX - INST. REN.;366,890;
10.03.2021 00:00;DSON JA EMPRESA - SA;TX - INST. REN.;256,180;
20.01.2021 00:00;AMARA M EMPRESA - SA;IMPOSTO DE RENDA;12.028,710;12.028,710
20.01.2021 00:00;AMARA M EMPRESA - SA;IMPOSTO DE RENDA;12.161,580;12.161,580
20.01.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;32,980;32,980
20.03.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;65,960;65,960
20.03.2021 00:00;AMARA M EMPRESA - SA;IMPOSTO DE RENDA;16.182,290;16.182,290
20.04.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;17,600;17,600
20.04.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;32,980;32,980
20.04.2021 00:00;AMARA M EMPRESA - SA;IMPOSTO DE RENDA;18.036,580;18.036,580
21.05.2021 00:00;AMARA M EMPRESA - SA;IMPOSTO DE RENDA;16.865,610;16.865,610
21.05.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;32,980;32,980
21.05.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;6,000;6,000
21.05.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;84,000;84,000
10.06.2021 00:00;AMARA M EMPRESA - SA;IMPOSTO DE RENDA;17.363,980;17.363,980
20.06.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;33,600;33,600
20.06.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;32,980;32,980
20.07.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;32,980;32,980
20.07.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;76,000;76,000
20.07.2021 00:00;AMARA M EMPRESA - SA;IMPOSTO DE RENDA;18.826,950;18.826,950
10.08.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;8,400;8,400
10.08.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;32,980;32,980
10.08.2021 00:00;AMARA M EMPRESA - SA;IMPOSTO DE RENDA;17.697,590;17.697,590
10.09.2021 00:00;AMARA M EMPRESA - SA;IMPOSTO DE RENDA;16.912,300;16.912,300
20.09.2021 00:00;AMARA M EMPRESA - SA;ISS - RETIDO;32,980;32,980
10.03.2021 00:00;ERNANDO EMPRESA - SA;TX - INST. REN.;207,570;
10.03.2021 00:00;.P.SILV EMPRESA - SA;TX - INST. REN.;679,420;
10.03.2021 00:00;ANCHONE EMPRESA - SA;TX - INST. REN.;460,030;
10.03.2021 00:00;UIZA RO EMPRESA - SA;TX - INST. REN.;309,540;
10.03.2021 00:00;ILVA &  EMPRESA - SA;TX - INST. REN.;132,840;
10.03.2021 00:00;EFERSON EMPRESA - SA;TX - INST. REN.;540,260;
10.03.2021 00:00;LEXANDR EMPRESA - SA;TX - INST. REN.;326,120;
10.03.2021 00:00;ESUS CA EMPRESA - SA;TX - INST. REN.;621,130;621,130
10.03.2021 00:00;RANS ZI EMPRESA - SA;TX. INST.REN. FIXO;364,300;364,300
10.03.2021 00:00;.H TRAN EMPRESA - SA;TX - INST. REN.;540,260;
10.03.2021 00:00;IDIONOR EMPRESA - SA;TX - INST. REN.;302,090;
10.03.2021 00:00; FOGAÇA EMPRESA - SA;TX. LOCALIZ.;634,490;634,490
10.03.2021 00:00;INTO RO EMPRESA - SA;TX - INST. REN.;789,350;
10.03.2021 00:00;ANTANAL EMPRESA - SA;TX - INST. REN.;15.795,190;15.795,190
10.03.2021 00:00;NTONIO  EMPRESA - SA;TX - INST. REN.;111,800;
10.03.2021 00:00;AIVA &  EMPRESA - SA;TX - INST. REN.;109,290;
10.03.2021 00:00;LBERTO  EMPRESA - SA;TX - INST. REN.;372,680;
10.03.2021 00:00;ALDINEI EMPRESA - SA;TX - INST. REN.;135,880;
10.03.2021 00:00;ALITA D EMPRESA - SA;TX - INST. REN.;331,560;
10.03.2021 00:00;C RRP C EMPRESA - SA;TX - INST. REN.;124,850;124,850
10.03.2021 00:00;ANESSA  EMPRESA - SA;TX - INST. REN.;391,350;
10.03.2021 00:00;ICARDO  EMPRESA - SA;TX. INST.REN. FIXO;364,300;364,300
10.03.2021 00:00;ESLEY C EMPRESA - SA;TX - INST. REN.;559,020;
10.03.2021 00:00;OANA FE EMPRESA - SA;TX - INST. REN.;49,180;49,180
20.01.2021 00:00;MPRESA  EMPRESA - SA;ISS RET RCX PÚBLICO;86,260;86,260
10.03.2021 00:00;MPRESA  EMPRESA - SA;TX - INST. REN.;1.370,500;1.370,500
20.03.2021 00:00;MPRESA  EMPRESA - SA;ISS RET RCX PÚBLICO;40,310;40,310
20.04.2021 00:00;MPRESA  EMPRESA - SA;ISS RET RCX PÚBLICO;41,910;41,910
20.05.2021 00:00;MPRESA  EMPRESA - SA;ISS RET RCX PÚBLICO;33,110;33,110
20.06.2021 00:00;MPRESA  EMPRESA - SA;ISS RET RCX PÚBLICO;33,110;33,110
20.07.2021 00:00;MPRESA  EMPRESA - SA;ISS RET RCX PÚBLICO;59,470;59,470
20.08.2021 00:00;MPRESA  EMPRESA - SA;ISS RET RCX PÚBLICO;33,110;33,110
10.03.2021 00:00;ERRA BO EMPRESA - SA;TX - INST. REN.;386,160;
24.01.2021 00:00;ARCIO F EMPRESA - SA;PARCTO;144,030;
24.02.2021 00:00;ARCIO F EMPRESA - SA;PARCTO;144,030;
24.03.2021 00:00;ARCIO F EMPRESA - SA;PARCTO;144,030;
24.04.2021 00:00;ARCIO F EMPRESA - SA;PARCTO;144,030;
24.05.2021 00:00;ARCIO F EMPRESA - SA;PARCTO;144,030;
24.06.2021 00:00;ARCIO F EMPRESA - SA;PARCTO;144,030;
24.07.2021 00:00;ARCIO F EMPRESA - SA;PARCTO;144,030;
10.03.2021 00:00;ARCIO F EMPRESA - SA;TX - INST. REN.;310,570;
10.03.2021 00:00;ARCOS A EMPRESA - SA;TX - INST. REN.;163,940;
10.03.2021 00:00;.G.SOIN EMPRESA - SA;TX - INST. REN.;540,260;
10.03.2021 00:00;ARANOA  EMPRESA - SA;TX - INST. REN.;540,260;540,260
10.03.2021 00:00;S COMER EMPRESA - SA;TX - INST. REN.;270,050;
10.03.2021 00:00;ARINEA  EMPRESA - SA;TX - INST. REN.;540,260;
10.03.2021 00:00;AMONA A EMPRESA - SA;TX - INST. REN.;760,950;
10.03.2021 00:00;ÃO CAET EMPRESA - SA;TX - INST. REN.;489,180;
10.03.2021 00:00;.W DE S EMPRESA - SA;TX - INST. REN.;516,400;
10.03.2021 00:00;IRCEU P EMPRESA - SA;TX - INST. REN.;349,240;
10.03.2021 00:00;IVALDO  EMPRESA - SA;TX - INST. REN.;389,510;
10.03.2021 00:00;EVERTON EMPRESA - SA;TX - INST. REN.;349,510;349,510
10.03.2021 00:00;ODRIGO  EMPRESA - SA;TX - INST. REN.;695,080;695,080
10.03.2021 00:00;NTONIO  EMPRESA - SA;TX - INST. REN.;270,290;
10.03.2021 00:00;.E. TRA EMPRESA - SA;TX - INST. REN.;540,260;
10.03.2021 00:00;ABIANA  EMPRESA - SA;TX - INST. REN.;356,960;
10.03.2021 00:00;IAÇAO C EMPRESA - SA;TX - INST. REN.;197,720;
10.03.2021 00:00;INO & L EMPRESA - SA;TX - INST. REN.;368,850;368,850
05.04.2021 00:00;INO & L EMPRESA - SA;TAXA ALVARÁ SANITÁRI;264,710;
10.03.2021 00:00;.G DE O EMPRESA - SA;TX - INST. REN.;341,620;
10.03.2021 00:00;DIOMARA EMPRESA - SA;TX - INST. REN.;423,960;
10.03.2021 00:00;LVENIR  EMPRESA - SA;TX. INST.REN. FIXO;364,300;
10.03.2021 00:00;RIVALDO EMPRESA - SA;TX - INST. CARV.;1.941,480;
10.03.2021 00:00;EF - SE EMPRESA - SA;TX - INST. REN.;295,080;
10.03.2021 00:00;AULO SE EMPRESA - SA;TX - INST. REN.;252,460;
10.03.2021 00:00; M PAIA EMPRESA - SA;TX - INST. REN.;368,850;
10.03.2021 00:00; A DE O EMPRESA - SA;TX - INST. REN.;441,000;
10.06.2021 00:00; A DE O EMPRESA - SA;PARCTO;151,360;151,360
10.06.2021 00:00; A DE O EMPRESA - SA;PARCTO;151,360;151,360
10.07.2021 00:00; A DE O EMPRESA - SA;PARCTO;151,400;151,400
10.08.2021 00:00; A DE O EMPRESA - SA;PARCTO;151,360;151,360
10.09.2021 00:00; A DE O EMPRESA - SA;PARCTO;151,360;
10.10.2021 00:00; A DE O EMPRESA - SA;PARCTO;151,360;
10.11.2021 00:00; A DE O EMPRESA - SA;PARCTO;151,360;
10.12.2021 00:00; A DE O EMPRESA - SA;PARCTO;151,360;
10.03.2021 00:00;ADEREIR EMPRESA - SA;TX - INST. REN.;271,770;
10.03.2021 00:00;AULO LE EMPRESA - SA;TX - INST. REN.;262,300;262,300
10.03.2021 00:00;IEIRA & EMPRESA - SA;TX - INST. REN.;248,450;
10.03.2021 00:00;. DE SO EMPRESA - SA;TX - INST. REN.;413,290;
10.03.2021 00:00; OLIVEI EMPRESA - SA;TX - INST. REN.;124,300;
10.03.2021 00:00;UTO DIE EMPRESA - SA;TX - INST. REN.;1.161,320;1.161,320
10.03.2021 00:00;IDER SO EMPRESA - SA;TX - INST. REN.;310,570;310,570
10.03.2021 00:00;ARCELIN EMPRESA - SA;TX - INST. REN.;252,460;
10.03.2021 00:00;ONSTRUC EMPRESA - SA;TX - INST. REN.;590,170;590,170
10.03.2021 00:00;ANORAMA EMPRESA - SA;TX - INST. REN.;478,310;
10.03.2021 00:00;IBAS IN EMPRESA - SA;TX - INST. REN.;478,310;
10.03.2021 00:00;ALMIRIO EMPRESA - SA;TX - INST. REN.;233,010;233,010
10.03.2021 00:00;ABIO AM EMPRESA - SA;TX - INST. REN.;646,300;
20.07.2021 00:00;ABIO AM EMPRESA - SA;PARCTO;658,220;658,220
10.03.2021 00:00;EIDY LA EMPRESA - SA;TX - INST. REN.;170,780;
10.03.2021 00:00;UZANA M EMPRESA - SA;TX - INST. REN.;247,020;
10.03.2021 00:00;LEXANDR EMPRESA - SA;TX - INST. REN.;364,300;
20.01.2021 00:00;LAUDIO  EMPRESA - SA;ISS PROPRIO;82,000;82,000
10.03.2021 00:00;LAUDIO  EMPRESA - SA;TX - INST. REN.;620,770;620,770
10.03.2021 00:00;.V DA S EMPRESA - SA;TX - INST. REN.;310,570;
20.01.2021 00:00;SP DEPA EMPRESA - SA;ISS RET RCX PRIVADO;120,790;120,790
20.01.2021 00:00;SP DEPA EMPRESA - SA;ISS RET RCX PRIVADO;120,790;120,790
20.03.2021 00:00;SP DEPA EMPRESA - SA;ISS RET RCX PRIVADO;120,790;120,790
20.03.2021 00:00;SP DEPA EMPRESA - SA;ISS RET RCX PRIVADO;120,790;120,790
20.04.2021 00:00;SP DEPA EMPRESA - SA;ISS RET RCX PRIVADO;120,790;120,790
20.06.2021 00:00;SP DEPA EMPRESA - SA;ISS RET RCX PRIVADO;120,790;120,790
20.06.2021 00:00;SP DEPA EMPRESA - SA;ISS RET RCX PRIVADO;120,790;120,790
20.07.2021 00:00;SP DEPA EMPRESA - SA;ISS RET RCX PRIVADO;120,790;120,790
20.08.2021 00:00;SP DEPA EMPRESA - SA;ISS RET RCX PRIVADO;120,790;120,790
20.09.2021 00:00;SP DEPA EMPRESA - SA;ISS RET RCX PRIVADO;120,790;120,790
10.03.2021 00:00;OISES D EMPRESA - SA;TX - INST. REN.;302,950;
10.03.2021 00:00;.M.O TR EMPRESA - SA;TX - INST. REN.;664,610;664,610
10.03.2021 00:00;IRASSOL EMPRESA - SA;TX - INST. REN.;295,080;
10.03.2021 00:00;ATOBA L EMPRESA - SA;TX - INST. REN.;664,610;
10.03.2021 00:00;ENILDE  EMPRESA - SA;TX - INST. REN.;1.067,950;1.067,950
28.02.2021 00:00;ENILDE  EMPRESA - SA;TAXA ALVARÁ SANITÁRI;264,310;264,310
10.03.2021 00:00;OSE APA EMPRESA - SA;TX - INST. REN.;426,960;
10.03.2021 00:00;UD EVER EMPRESA - SA;TX - INST. REN.;213,480;
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;2.737,290;2.737,290
30.08.2021 00:00;ETORIAL EMPRESA - SA;HONORARIOS;217,710;217,710
10.03.2021 00:00;OZ & ME EMPRESA - SA;TX - INST. REN.;279,490;
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;9.575,510;9.575,510
20.09.2021 00:00;S/SED/R EMPRESA - SA;ISS - RETIDO;22,000;22,000
20.09.2021 00:00;S/SED/R EMPRESA - SA;ISS - RETIDO;19,500;19,500
20.09.2021 00:00;S/SED/R EMPRESA - SA;ISS - RETIDO;10,000;10,000
15.01.2021 00:00;RISTIAN EMPRESA - SA;PARCTO;148,690;
15.02.2021 00:00;RISTIAN EMPRESA - SA;PARCTO;148,690;
15.03.2021 00:00;RISTIAN EMPRESA - SA;PARCTO;148,690;
15.04.2021 00:00;RISTIAN EMPRESA - SA;PARCTO;148,690;
15.05.2021 00:00;RISTIAN EMPRESA - SA;PARCTO;148,690;
15.06.2021 00:00;RISTIAN EMPRESA - SA;PARCTO;148,690;
15.07.2021 00:00;RISTIAN EMPRESA - SA;PARCTO;148,690;
15.08.2021 00:00;RISTIAN EMPRESA - SA;PARCTO;148,690;
15.09.2021 00:00;RISTIAN EMPRESA - SA;PARCTO;148,690;
10.03.2021 00:00;RISTIAN EMPRESA - SA;TX - INST. REN.;401,340;
10.03.2021 00:00;AMONA A EMPRESA - SA;TX - INST. REN.;271,770;
10.03.2021 00:00;BASTECE EMPRESA - SA;TX - INST. REN.;9.154,860;9.154,860
10.03.2021 00:00;ARINE L EMPRESA - SA;TX - INST. REN.;295,080;
10.03.2021 00:00;LIAS CA EMPRESA - SA;TX - INST. REN.;349,730;349,730
10.03.2021 00:00;UCILENE EMPRESA - SA;TX - INST. REN.;1.027,330;1.027,330
10.06.2021 00:00;UCILENE EMPRESA - SA;PARCTO;586,000;586,000
10.07.2021 00:00;UCILENE EMPRESA - SA;PARCTO;586,020;586,020
10.08.2021 00:00;UCILENE EMPRESA - SA;PARCTO;586,000;586,000
10.09.2021 00:00;UCILENE EMPRESA - SA;PARCTO;586,000;586,000
10.10.2021 00:00;UCILENE EMPRESA - SA;PARCTO;586,000;
10.11.2021 00:00;UCILENE EMPRESA - SA;PARCTO;586,000;
10.12.2021 00:00;UCILENE EMPRESA - SA;PARCTO;586,000;
20.06.2021 00:00;UCILENE EMPRESA - SA;ISS PROPRIO;428,500;428,500
20.07.2021 00:00;UCILENE EMPRESA - SA;ISS PROPRIO;265,500;265,500
20.08.2021 00:00;UCILENE EMPRESA - SA;ISS PROPRIO;660,000;
20.09.2021 00:00;UCILENE EMPRESA - SA;ISS PROPRIO;333,500;
10.03.2021 00:00;ARIA FL EMPRESA - SA;TX - INST. REN.;213,480;
10.03.2021 00:00;ATACHA  EMPRESA - SA;TX - INST. REN.;252,460;
20.08.2021 00:00;OCHI E  EMPRESA - SA;TX - INST. REN.;1.132,650;1.132,650
10.08.2021 00:00;OCHI E  EMPRESA - SA;PARCTO;1.135,580;1.135,580
10.03.2021 00:00;OSEFA C EMPRESA - SA;TX - INST. REN.;304,920;
30.06.2021 00:00;OP EPI- EMPRESA - SA;TX. LOCALIZ.;1.777,000;1.777,000
10.03.2021 00:00;RASILWO EMPRESA - SA;TX - INST. REN.;590,170;
20.01.2021 00:00;RASILWO EMPRESA - SA;ISS - RETIDO;6.253,160;6.253,160
20.02.2021 00:00;RASILWO EMPRESA - SA;ISS - RETIDO;2.657,220;2.657,220
20.03.2021 00:00;RASILWO EMPRESA - SA;ISS - RETIDO;5.626,070;5.626,070
20.04.2021 00:00;RASILWO EMPRESA - SA;ISS - RETIDO;22.836,820;22.836,820
20.05.2021 00:00;RASILWO EMPRESA - SA;ISS - RETIDO;25.079,160;25.079,160
20.06.2021 00:00;RASILWO EMPRESA - SA;ISS - RETIDO;32.616,860;32.616,860
20.07.2021 00:00;RASILWO EMPRESA - SA;ISS - RETIDO;32.528,460;32.528,460
20.08.2021 00:00;RASILWO EMPRESA - SA;ISS - RETIDO;40.241,410;40.241,410
20.01.2021 00:00;AMUEL R EMPRESA - SA;PARCTO;443,310;
20.02.2021 00:00;AMUEL R EMPRESA - SA;PARCTO;443,310;
20.03.2021 00:00;AMUEL R EMPRESA - SA;PARCTO;443,310;
20.04.2021 00:00;AMUEL R EMPRESA - SA;PARCTO;443,310;
20.05.2021 00:00;AMUEL R EMPRESA - SA;PARCTO;443,310;
20.06.2021 00:00;AMUEL R EMPRESA - SA;PARCTO;443,310;
20.07.2021 00:00;AMUEL R EMPRESA - SA;PARCTO;443,310;
10.03.2021 00:00;AMUEL R EMPRESA - SA;TX - INST. REN.;139,780;
20.05.2021 00:00;AMUEL R EMPRESA - SA;ISS PROPRIO;9.360,460;
10.03.2021 00:00;M J DE  EMPRESA - SA;TX - INST. REN.;290,790;290,790
10.03.2021 00:00;ARANTIA EMPRESA - SA;TX - INST. REN.;248,450;
10.03.2021 00:00;OAO ALV EMPRESA - SA;TX - INST. REN.;174,750;
10.03.2021 00:00;LINE SA EMPRESA - SA;TX - INST. REN.;155,370;
10.03.2021 00:00;.A. DE  EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;ONIZETE EMPRESA - SA;TX - INST. REN.;327,870;327,870
12.09.2021 00:00;ONIZETE EMPRESA - SA;TAXA ALVARÁ SANITÁRI;302,040;302,040
10.03.2021 00:00;ATRICIO EMPRESA - SA;TX - INST. REN.;540,260;
10.03.2021 00:00;ELOISA  EMPRESA - SA;TX - INST. REN.;174,750;
10.03.2021 00:00;M - CON EMPRESA - SA;TX - INST. REN.;221,310;
10.03.2021 00:00;OAO MOM EMPRESA - SA;TX. INST.REN. FIXO;364,300;364,300
10.03.2021 00:00;ALDIVIN EMPRESA - SA;TX - INST. REN.;538,530;
10.03.2021 00:00;EGA FRI EMPRESA - SA;TX - INST. REN.;377,310;377,310
10.03.2021 00:00;IEGO DE EMPRESA - SA;TX - INST. REN.;327,870;327,870
10.03.2021 00:00;ARIANE  EMPRESA - SA;TX - INST. REN.;221,310;
10.03.2021 00:00;LORESCE EMPRESA - SA;TX - INST. REN.;221,310;
10.03.2021 00:00;M TRATO EMPRESA - SA;TX - INST. REN.;186,380;186,380
10.03.2021 00:00;GROPECU EMPRESA - SA;TX - INST. REN.;291,260;291,260
20.01.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;98,450;98,450
20.03.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;86,190;86,190
20.04.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;28,100;28,100
20.06.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;12,530;12,530
20.07.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;219,640;219,640
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;255.019,240;255.019,240
30.08.2021 00:00;ETORIAL EMPRESA - SA;HONORARIOS;24.318,530;24.318,530
20.09.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;240,000;
10.03.2021 00:00;EDRO PA EMPRESA - SA;TX - INST. REN.;311,760;311,760
29.01.2021 00:00;EDRO PA EMPRESA - SA;PARCTO;337,900;337,900
28.02.2021 00:00;EDRO PA EMPRESA - SA;PARCTO;337,900;
29.03.2021 00:00;EDRO PA EMPRESA - SA;PARCTO;337,910;
29.04.2021 00:00;EDRO PA EMPRESA - SA;PARCTO;337,910;
10.03.2021 00:00;ARINO & EMPRESA - SA;TX. INST.REN. FIXO;1.566,490;1.566,490
10.07.2021 00:00;ARINO & EMPRESA - SA;TAXA ALVARÁ SANITÁRI;328,210;328,210
10.03.2021 00:00;UEZIA P EMPRESA - SA;TX - INST. REN.;124,300;
10.03.2021 00:00;UIZ CAR EMPRESA - SA;TX - INST. REN.;442,620;
25.02.2021 00:00;UIZ CAR EMPRESA - SA;PARCTO;333,370;333,370
25.03.2021 00:00;UIZ CAR EMPRESA - SA;PARCTO;333,360;333,360
25.04.2021 00:00;UIZ CAR EMPRESA - SA;PARCTO;333,380;333,380
